+-----+------------+------+-------+
| id  | date       | hour | count |
| 581 | 2021-01-08 |    2 |     7 |
| 582 | 2021-01-08 |    3 |     3 |
| 583 | 2021-01-08 |    4 |     2 |
| 584 | 2021-01-08 |    5 |     4 |
| 585 | 2021-01-08 |    6 |     5 |
| 586 | 2021-01-08 |    7 |    20 |
| 587 | 2021-01-08 |    8 |    24 |
| 588 | 2021-01-08 |    9 |    43 |
| 589 | 2021-01-08 |   10 |    79 |
| 590 | 2021-01-08 |   11 |   115 |
| 591 | 2021-01-08 |   12 |   120 |
| 592 | 2021-01-08 |   13 |   131 |
| 593 | 2021-01-08 |   14 |   145 |
| 594 | 2021-01-08 |   15 |   115 |
| 595 | 2021-01-08 |   16 |   108 |
| 596 | 2021-01-08 |   17 |   128 |
| 597 | 2021-01-08 |   18 |   150 |
| 598 | 2021-01-08 |   19 |   165 |
| 599 | 2021-01-08 |   20 |   248 |
| 600 | 2021-01-08 |   21 |   174 |
| 601 | 2021-01-08 |   22 |   101 |
| 602 | 2021-01-08 |   23 |    66 |
| 603 | 2021-01-09 |    0 |    34 |
| 604 | 2021-01-09 |    1 |    12 |
| 605 | 2021-01-09 |    2 |     5 |
| 606 | 2021-01-09 |    3 |     7 |
| 607 | 2021-01-09 |    4 |     3 |
| 608 | 2021-01-09 |    5 |     5 |
| 609 | 2021-01-09 |    6 |     5 |
| 610 | 2021-01-09 |    7 |     7 |
| 611 | 2021-01-09 |    8 |    24 |
| 612 | 2021-01-09 |    9 |    75 |
| 613 | 2021-01-09 |   10 |    95 |
| 614 | 2021-01-09 |   11 |   112 |
| 615 | 2021-01-09 |   12 |   178 |
| 616 | 2021-01-09 |   13 |   171 |
| 617 | 2021-01-09 |   14 |   172 |
| 618 | 2021-01-09 |   15 |   182 |
| 619 | 2021-01-09 |   16 |   189 |
| 620 | 2021-01-09 |   17 |   156 |
| 621 | 2021-01-09 |   18 |   184 |
| 622 | 2021-01-09 |   19 |   208 |
| 623 | 2021-01-09 |   20 |   268 |
| 624 | 2021-01-09 |   21 |   252 |
| 625 | 2021-01-09 |   22 |   171 |
| 626 | 2021-01-09 |   23 |    84 |
| 627 | 2021-01-10 |    0 |    45 |
| 628 | 2021-01-10 |    1 |    21 |
| 629 | 2021-01-10 |    2 |    15 |
| 630 | 2021-01-10 |    3 |     1 |
| 631 | 2021-01-10 |    4 |     1 |
| 632 | 2021-01-10 |    5 |     2 |
| 633 | 2021-01-10 |    6 |     5 |
| 634 | 2021-01-10 |    7 |    12 |
| 635 | 2021-01-10 |    8 |    29 |
| 636 | 2021-01-10 |    9 |    68 |
| 637 | 2021-01-10 |   10 |   112 |
| 638 | 2021-01-10 |   11 |   111 |
| 639 | 2021-01-10 |   12 |   132 |
| 640 | 2021-01-10 |   13 |   170 |
| 641 | 2021-01-10 |   14 |   178 |
| 642 | 2021-01-10 |   15 |   143 |
| 643 | 2021-01-10 |   16 |   138 |
| 644 | 2021-01-10 |   17 |   126 |
| 645 | 2021-01-10 |   18 |   137 |
| 646 | 2021-01-10 |   19 |   149 |
| 647 | 2021-01-10 |   20 |   178 |
| 648 | 2021-01-10 |   21 |   175 |
| 649 | 2021-01-10 |   22 |    93 |
| 650 | 2021-01-10 |   23 |    46 |
| 651 | 2021-01-11 |    0 |    14 |
| 652 | 2021-01-11 |    1 |    11 |
| 653 | 2021-01-11 |    2 |     3 |
| 654 | 2021-01-11 |    3 |     4 |
| 655 | 2021-01-11 |    4 |     3 |
| 656 | 2021-01-11 |    5 |     3 |
| 657 | 2021-01-11 |    6 |    17 |
| 658 | 2021-01-11 |    7 |    21 |
| 659 | 2021-01-11 |    8 |    35 |
| 660 | 2021-01-11 |    9 |    81 |
| 661 | 2021-01-11 |   10 |    74 |
| 662 | 2021-01-11 |   11 |   108 |
| 663 | 2021-01-11 |   12 |   138 |
| 664 | 2021-01-11 |   13 |   204 |
| 665 | 2021-01-11 |   14 |   161 |
| 666 | 2021-01-11 |   15 |   144 |
| 667 | 2021-01-11 |   16 |   183 |
| 668 | 2021-01-11 |   17 |   227 |
| 669 | 2021-01-11 |   18 |   205 |
| 670 | 2021-01-11 |   19 |   273 |
| 671 | 2021-01-11 |   20 |   278 |
| 672 | 2021-01-11 |   21 |   225 |
| 674 | 2021-01-11 |   22 |   107 |
| 675 | 2021-01-11 |   23 |    67 |
+-----+------------+------+-------+

29 Tage
696 Stunden
41.760 Minuten

1400 Preise

